River,Year,Month,Day,Time_arrival,Time_departure,Airtemp_arrival,Airtemp_min,Airtemp_max,Cloud_cover_pcent ,Precipitation,Wind,Water_level,Discharge_m3_sec,Water_temperature_shore,VEMCO,RPM_arrival,RPM_departure,Operating_condition,Crew,Comments
Moses,2007,5,26,10:30,11:40,20.4,10,26,10,0,moderate,50,,12.7,13.3,10.75,11,good,Team 2,
Moses,2007,5,27,10:10,11:10,14.3,3,24,0,0,moderate,45,,11.6,12.3,10.5,10.25,good,Team 2,
Moses,2007,5,28,9:40,11:30,10.9,10,15,100,yes,moderate,42,,11.1,11.1,10.25,10.25,good,Team 2,
Moses,2007,5,29,9:35,10:30,13.9,8,24,100,0,strong,50,,10.6,10.6,10.5,10.25,good,Team 2,
Moses,2007,5,30,10:25,11:05,11.3,4,17,100,0,moderate,46,,10,9.7,10,10,good,Team 1,
Moses,2007,5,31,9:30,10:25,13.9,3,24,75,0,moderate,42,,9.5,10.1,10.5,10.5,good,Team 1,
Moses,2007,6,1,9:15,9:45,10.4,8,25,20,0,light,37,,11.1,11.9,9.75,10,good,Team 1,
Moses,2007,6,2,9:10,9:40,9,2,20,0,0,light,32,,11.5,12.2,9,8.75,good,Team 1,
Moses,2007,6,3,9:20,9:45,11.2,3,19,0,0,strong,30,,11.4,12.2,8.75,8.75,good,Team 2,
Moses,2007,6,4,9:25,9:50,12.1,6,18,20,0,heavy,27,,11.9,12.1,8.5,8,good,Team 2,
Moses,2007,6,5,9:25,9:45,11.7,10,23,100,yes,heavy,28,,11,11.1,7.75,7.75,good,Team 2,High Tide
Moses,2007,6,6,9:15,9:30,18.6,13,22,100,0,calm,34,,11.9,12.5,6.5,6.5,good,Team 2,
Moses,2007,6,7,9:15,9:25,9,4,19,10,0,heavy,46,,12.1,13,3.5,3.75,good,Team 1,drum dirty
Moses,2007,6,8,9:10,9:30,10.2,3,28,10,0,strong,42,,11.8,12.9,8.75,8.75,good,Team 1,
Moses,2007,6,9,9:05,9:30,12.3,6,23,20,0,strong,36,,13,13.6,8.75,9,good,Team 1,
Moses,2007,6,10,9:00,9:15,13.1,11,27,100,0,moderate,31,,12.5,13.9,8.5,8.5,good,Team 1,
Moses,2007,6,11,9:05,9:35,20,10,28,0,0,light,29,,14.5,15.9,8.25,8.25,good,Team 2,
Moses,2007,6,12,9:25,9:50,22,11,24,10,0,moderate,26,,16.1,17,8,9,good,Team 2,
Moses,2007,6,13,9:30,10:00,14.6,8,22,0,0,calm,22,,15.4,16.4,7.75,9.25,good,Team 2,
Moses,2007,6,14,9:30,9:55,16.1,5,25,10,0,moderate,18,,15,15.4,8,8,good,Team 2,wheel out
Moses,2008,5,16,10:15,10:30,15.2,4,18,30,0,strong,,,7.7,7.9,13.25,13.5,good,Team 1,wheel in
Moses,2008,5,17,9:10,9:35,7.8,6,23,100,0,heavy,,,7.7,8,12.5,12.5,good,Team 1,
Moses,2008,5,18,9:25,9:40,10.1,7,22,100,light,calm,,,8.4,8.4,12.25,12.5,good,Team 1,
Moses,2008,5,19,9:35,10:05,11.8,5,13,100,light,calm,,,8.1,7.6,12.25,12,good,Team 1,
Moses,2008,5,20,9:35,10:00,9.7,6,15,100,light,light,,,7.5,7.3,12.5,12.25,good,Team 2,
Moses,2008,5,21,9:20,9:45,8.8,5,17,100,0,strong,,,7.3,7.7,12,11.75,good,Team 2,
Moses,2008,5,22,9:20,10:00,9.5,5,23,80,0,calm,,,8.3,8.7,11.25,11.25,good,Team 2,
Moses,2008,5,23,9:30,10:15,8.6,4,14,100,0,strong,,,9,8.7,11.25,11.25,good,Team 2,
Moses,2008,5,24,9:50,10:10,8.9,5,18,100,0,strong,41,,8.2,8.4,10.75,11,good,Team 1,reset water level
Moses,2008,5,25,9:40,10:55,13.9,2,25,0,0,light,31,,9.1,9.6,10.25,10,good,Team 1,
Moses,2008,5,26,9:45,11:20,16,8,23,10,0,strong,26,,10.7,10.7,10.5,10.5,good,Team 1,
Moses,2008,5,27,10:05,11:30,12.5,10,17,100,light,calm,22,,10.9,10.4,10.5,10.25,good,Team 1,
Moses,2008,5,28,10:20,11:55,10.4,4,18,70,0,strong,21,,9.2,9.2,10.5,10.75,good,Team 2,coyote in trap
Moses,2008,5,29,9:50,11:00,12.5,7,17,20,0,strong,16,,9.8,9.7,10.5,10.75,good,Team 2,
Moses,2008,5,30,9:45,11:00,11.6,3,21,0,0,strong,11,,9.6,10.1,10,10.25,good,Team 2,
Moses,2008,5,31,9:30,10:55,10.5,4,18,100,0,light,8,,10.5,10.2,11,10.75,good,Team 2,
Moses,2008,6,1,9:30,10:15,11.3,9,16,100,light,calm,6,,10.1,9.6,10,10,good,Team 1,
Moses,2008,6,2,9:25,9:45,10.3,9,17,100,0,light,6,,10,9.7,9.5,9.5,good,Team 1,
Moses,2008,6,3,9:15,9:35,10.4,4,21,40,0,light,1,,10.1,10.4,9.25,9.25,good,Team 1,reset water level
Moses,2008,6,4,9:10,9:25,10.7,3,22,20,0,light,86,,10.7,11.6,9.25,9.5,good,Team 1,
Moses,2008,6,5,9:20,9:45,9.8,2,24,0,0,light,83,,11.5,12.6,9.5,9.5,good,Team 2,
Moses,2008,6,6,9:10,9:35,11.4,4,25,60,0,light,79,,12.5,12.9,9.25,9,good,Team 2,
Moses,2008,6,7,8:55,9:15,14.6,9,22,40,0,light,78,,12.8,13,8.5,8.5,good,Team 2,
Moses,2008,6,8,8:50,9:05,12.5,4,23,100,0,calm,77,,12.6,12.4,8.5,8.5,good,Team 2,
Moses,2008,6,9,9:20,9:40,17.6,11,26,30,0,light,87,,13.1,14.1,9,9,good,Team 1,
Moses,2008,6,10,9:05,9:30,12.4,10,20,100,0,strong,90,,14.9,14.6,8.75,8.5,good,Team 1,
Moses,2008,6,11,8:55,9:10,13,10,24,100,0,light,82,,13.2,14.1,8.75,8.5,good,Team 1,
Moses,2008,6,12,9:10,9:25,16,10,22,5,0,strong,82,,14.8,15.6,8.75,9,good,Team 1,
Moses,2008,6,13,9:05,9:20,12.2,5,22,0,0,light,80,,14.5,15.5,9,9,good,Team 2,
Moses,2008,6,14,9:10,9:20,12.5,6,24,0,0,strong,76,,14.6,15.8,8.25,8.25,good,Team 2,
Moses,2008,6,15,8:55,9:10,15.1,10,22,100,0,calm,71,,16.1,16.3,8.25,8.5,good,Team 2,
Moses,2008,6,16,9:30,9:45,14.2,8,20,100,0,light,69,,15.2,15.6,8,8.25,good,Team 2,wheel out
Moses,2009,5,15,9:50,10:15,11.6,10,18,40,0,heavy,76,,9.1,9.7,11,11,good,Team 2,wheel in
Moses,2009,5,16,9:50,10:25,7.3,0,15,0,0,calm,68,,8.1,8.2,10.5,10.5,good,Team 2,
Moses,2009,5,17,9:25,10:00,8.7,6,22,100,Yes,light,62,,8.2,7.9,9.1,10.5,good,Team 2,
Moses,2009,5,18,9:50,10:15,5.4,0,9,90,0,light,62,,7.9,7.4,10.5,10.25,good,Team 2,
Moses,2009,5,19,9:45,10:10,10.4,2,23,0,0,calm,43,,6.7,7.4,10.25,10.25,good,Team 1,
Moses,2009,5,20,9:45,10:15,5.5,-1,18,10,0,heavy,20,,8.5,8.8,10,10.25,good,Team 1,reset depth gauge
Moses,2009,5,21,10:10,10:50,9.8,5,28,10,0,strong,56,,9.4,9.9,9.5,10,good,Team 1,
Moses,2009,5,22,10:30,11:05,15.1,10,20,20,0,strong,51,,11.8,12,10,10,good,Team 1,
Moses,2009,5,23,10:55,11:45,10.5,1,21,10,0,strong,40,,10.9,11.3,9.75,9.75,good,Team 2,
Moses,2009,5,24,10:00,11:10,10.9,6,19,90,0,light,40,,10.7,10.5,10.5,9.75,good,Team 2,
Moses,2009,5,25,10:05,11:20,7.5,2,15,80,0,heavy,38,,9.8,9.4,10,9.75,good,Team 2,
Moses,2009,5,26,10:05,10:50,4.9,-1,16,60,0,heavy,35,,8.5,8.9,9.5,9.5,good,Team 2,
Moses,2009,5,27,9:30,10:15,10.1,0,15,100,0,calm,30,,9.5,9.1,9.25,9,good,Team 1,
Moses,2009,5,28,9:20,9:45,13.5,5,23,10,0,calm,27,,9.7,10.2,9.5,9.25,good,Team 1,
Moses,2009,5,29,9:50,10:20,12.8,6,12,100,Yes,light,23,,11,10.8,8.75,8.75,good,Team 1,
Moses,2009,5,30,9:20,9:50,13.1,8,20,100,Yes,calm,38,,10.3,10,9,9.25,good,Team 1,
Moses,2009,5,31,10:00,10:30,12.4,8,20,20,0,strong,45,,10.6,10.7,9.5,9.5,good,Team 2,
Moses,2009,6,1,9:05,9:15,6.7,4,13,100,Yes,heavy,56,,10.6,10,10,10,good,Team 2,"""Bad Weather"""
Moses,2009,6,2,9:40,10:00,12.4,6,18,10,0,strong,116,,9.1,9,0,11,bad,Team 2,wheel jam
Moses,2009,6,3,9:45,9:55,11,3,18,10,0,calm,116,,9.3,9.5,0,11,bad,Team 2,Log in wheel
Moses,2009,6,4,9:00,9:10,9.3,5,20,0,0,light,107,,9.5,9.9,10.75,10.25,good,Team 1,
Moses,2009,6,5,9:00,9:10,10.9,2,25,0,0,light,99,,10,10.6,10.5,10.25,good,Team 1,
Moses,2009,6,6,9:30,9:45,12.1,5,25,0,0,light,91,,10.6,11.6,0,10,bad,Team 1,wheel jam
Moses,2009,6,7,9:00,9:15,10.7,5,20,0,0,strong,83,,11.6,11.8,0,9.5,bad,Team 1,wheel jam
Moses,2009,6,8,8:55,9:05,8.7,5,18,90,0,strong,81,,10.6,10.8,10.25,9.5,good,Team 2,
Moses,2009,6,9,9:00,9:20,7,2,15,10,0,light,75,,10,10,9.5,9.5,good,Team 2,
Moses,2009,6,10,9:10,9:25,8.5,8,12,100,Yes,strong,69,,10.3,9.7,9.25,9.5,good,Team 2,
Moses,2009,6,11,9:15,9:35,10.5,1,14,100,0,light,70,,9.9,9.3,9.5,9.25,good,Team 2,
Moses,2009,6,12,9:15,9:25,12,4,16,100,Yes,calm,73,,10.4,9.6,11,11,good,Team 1,end
Moses,2010,5,7,10:20,10:45,7.4,6,12,100,0,heavy,61,,7.3,,11.75,11.75,good,team 1,start
Moses,2010,5,8,9:40,10:10,7.1,0,17,20,0,strong,54,,7.1,,11.5,11.75,good,team 1,
Moses,2010,5,9,9:20,9:45,10.1,6,15,100,yes,light,49,,8,,11,11,good,team 1,
Moses,2010,5,10,9:25,9:45,6.4,3,7,70,0,strong,49,,7,,11.25,11.25,good,team 1,
Moses,2010,5,11,9:10,9:30,8.5,4,14,20,0,strong,35,,6.5,7.5,10.5,10.75,good,team 2,
Moses,2010,5,12,9:05,9:25,7,-2,12,20,0,light,32,,6.9,6.9,10.75,10.75,good,team 2,
Moses,2010,5,13,9:15,9:35,7.1,-3,15,20,0,strong,20,,6.7,7.2,10.5,11,good,team 2,
Moses,2010,5,14,9:10,9:35,8.9,-2,21,0,0,calm,14,,7.6,8.3,10.5,10.5,good,team 2,
Moses,2010,5,15,9:50,11:15,7.9,4,13,100,0,calm,7,,8.6,8.3,0,10.25,good,team 1,
Moses,2010,5,16,10:10,10:55,10.6,3,13,80,0,heavy,1,,7.9,7.9,11.5,10.75,good,team 1,
Moses,2010,5,17,9:50,10:50,13.5,0,23,10,0,calm,,,8.2,9,10,10.25,good,team 1,reset depth gauge
Moses,2010,5,18,9:55,11:30,14.7,4,26,10,0,calm,,,10.2,10.6,10,10.5,good,team 1,
Moses,2010,5,19,9:50,11:15,17.8,5,28,10,0,calm,45,,11.3,11.8,9.75,9.5,good,team 2,
Moses,2010,5,20,9:15,10:00,16.5,11,24,100,0,calm,43,,12.2,12.6,9.75,10,good,team 2,
Moses,2010,5,21,9:25,10:15,10.5,4,22,10,0,light,39,,11.1,11.9,9.75,9.75,good,team 2,
Moses,2010,5,22,9:20,9:50,14.3,4,31,0,0,light,34,,11.6,12.6,9.5,9.5,good,team 2,
Moses,2010,5,23,9:10,9:40,17.2,10,32,0,0,strong,30,,13.8,14.9,9.75,9.75,good,team 1,
Moses,2010,5,24,9:15,9:50,23,15,32,10,0,light,26,,15.4,16.5,9.75,9.5,good,team 1,
Moses,2010,5,25,9:10,9:40,12.7,10,13,100,0,strong,25,,15.5,15.1,9.5,9.5,good,team 1,
Moses,2010,5,26,9:00,9:20,11.6,9,19,100,yes,strong,23,,13.4,13.6,9.5,9.75,good,team 1,
Moses,2010,5,27,9:10,9:35,10.6,5,18,0,0,strong,20,,13,13.7,9,9,good,team 2,
Moses,2010,5,28,9:05,9:25,11.7,5,23,100,0,strong,17,,13.3,14.2,9,9,good,team 2,
Moses,2010,5,29,9:10,9:25,12.7,5,25,10,0,strong,15,,14.2,15,9,9,good,team 2,
Moses,2010,5,30,9:20,9:35,12.2,6,18,50,0,strong,12,,14.1,14.7,8.5,8.5,good,team 2,
Moses,2010,5,31,9:15,9:30,14.5,7,23,0,0,light,9,,13.4,14.2,8.75,8.75,good,team 1,
Moses,2010,6,1,9:30,9:45,11.2,5,13,100,yes,light,6,,14.5,14.3,8.75,8.75,good,team 1,
Moses,2010,6,2,9:10,9:25,12.7,8,20,100,yes,calm,5,,13.3,13.4,8.5,8.5,good,team 1,
Moses,2010,6,3,9:10,9:20,12.8,8,16,100,yes,calm,6,,13.6,13.5,8.5,8.5,good,team 1,end
Moses,2011,5,17,8:55,9:05,4.8,5,13,100,0,light,68,,5.4,5,10.75,10.75,good,team 2,start
Moses,2011,5,18,8:40,8:55,7.3,6,17,100,0,calm,62,,5.9,5.6,10.5,10.25,good,team 2,
Moses,2011,5,19,8:45,8:55,9.3,5,26,90,0,calm,55,,6.6,7.1,10.25,10.5,good,team 2,
Moses,2011,5,20,8:40,9:00,14.9,14,28,100,0,calm,49,,9,8.9,10.25,10.5,good,team 2,
Moses,2011,5,21,8:40,9:25,9.3,8,18,100,0,moderate,48,,9.4,8.7,10.25,10.5,good,team 1,
Moses,2011,5,22,8:35,9:25,6.1,1,17,20,0,light,45,,7.9,8.2,10.25,10.25,good,team 1,
Moses,2011,5,23,8:30,9:10,6.4,4,16,100,yes,light,40,,8.8,8.1,10.5,10.5,good,team 1,
Moses,2011,5,24,8:30,9:30,10.2,10,24,100,yes,calm,40,,8.4,8.1,10.25,10.75,good,team 1,
Moses,2011,5,25,8:30,9:35,7.7,6,24,10,0,strong,35,,9.4,9.6,10.5,9.75,good,team 2,
Moses,2011,5,26,8:40,10:15,8.2,6,15,100,0,strong,30,,10,9.2,10.5,10.5,good,team 2,
Moses,2011,5,27,8:45,9:45,9.5,6,12,100,yes,light,25,,9.3,8.4,10,9.5,good,team 2,
Moses,2011,5,28,8:55,10:30,9.5,8,11,100,yes,strong,30,,8.7,8,10,10.25,good,team 2,
Moses,2011,5,29,8:30,9:30,8.7,5,12,100,yes,strong,33,,8.2,7.6,10.5,10.25,good,team 1,
Moses,2011,5,30,8:35,9:30,13.6,8,23,20,0,strong,60,,8.1,8.5,10.75,11,good,team 1,
Moses,2011,5,31,8:35,9:10,12.1,4,22,0,0,calm,65,,9.2,9.3,10.5,10.75,good,team 1,
Moses,2011,6,1,8:40,9:15,10,9,20,100,yes,heavy,63,,10,9.5,11,10,good,team 1,
Moses,2011,6,2,8:45,9:05,13.3,7,16,40,0,calm,54,,10.3,9.6,10.5,10.5,good,team 2,
Moses,2011,6,3,8:40,9:10,9.2,6,14,80,0,strong,60,,9.9,9,11,11,good,team 2,
Moses,2011,6,4,8:35,9:05,9.2,5,24,80,0,calm,52,,8.9,8.9,10.5,10.25,good,team 2,
Moses,2011,6,5,8:40,9:10,10.7,8,21,100,0,calm,40,,10.3,10.2,10.25,10.5,good,team 2,
Moses,2011,6,6,8:55,9:20,11.3,8,23,10,0,calm,36,,10.9,11,10.25,10.25,good,team 1,
Moses,2011,6,7,8:55,9:20,13.1,9,24,100,0,calm,32,,11.8,12.3,10,10,good,team 1,
Moses,2011,6,8,8:10,8:30,13.4,10,26,100,0,calm,30,,12.7,12.9,10.5,10,good,team 1,
Moses,2011,6,9,9:10,9:30,15.5,12,28,100,0,calm,24,,12.8,14.9,10.5,10.5,good,team 1,end
Moses,2012,5,11,9:40,10:15,10.1,8,12,60,0,strong,72,,7,6.5,10.75,10.5,good,team 2,start-high tide dirty
Moses,2012,5,12,9:10,9:35,6,4,13,100,light,strong,62,,6.6,6.3,10.75,10.75,good,team 1,
Moses,2012,5,13,9:10,9:20,7.9,2,21,10,0,light,49,,6.9,7,10.75,10.5,good,team 1,
Moses,2012,5,14,9:00,9:15,8.9,5,23,100,0,calm,38,,8,8.3,10,10.5,good,team 1,
Moses,2012,5,15,9:30,9:50,11.2,4,24,40,0,light,28,,9.4,9.3,9.75,10.5,good,team 1,
Moses,2012,5,16,9:40,10:35,13.2,12,16,100,yes,light,20,,10.6,9.9,9.25,9.5,good,team 2,
Moses,2012,5,17,10:10,11:30,12,12,15,40,0,strong,18,,10.4,9.9,9.5,9.5,good,team 2,
Moses,2012,5,18,10:00,11:20,11.2,2,21,40,0,strong,18,,9.6,9.2,9.5,9.25,good,team 2,
Moses,2012,5,19,10:10,11:15,13,6,24,10,0,light,8,,10.3,10.3,9.5,9.5,good,team 2,
Moses,2012,5,20,10:20,11:30,11.6,5,27,40,0,light,3,,11.1,11.1,8,8,good,team 1,reset depth gauge
Moses,2012,5,21,10:10,11:20,18,5,34,10,0,light,76,,11.9,12.5,8.75,8.75,good,team 1,
Moses,2012,5,22,10:30,11:30,22,10,27,10,0,light,68,,13.9,14.2,8.75,8.5,good,team 1,
Moses,2012,5,23,9:40,10:15,15.1,12,25,100,0,calm,68,,13.5,14.1,8.75,8.5,good,team 1,
Moses,2012,5,24,9:40,10:15,15.3,6,27,0,0,calm,66,,13.7,14.5,8.75,8.25,good,team 2,
Moses,2012,5,25,9:10,9:45,16.3,12,27,100,0,light,58,,14.7,15.4,8.25,8.75,good,team 2,camera crew
Moses,2012,5,26,9:00,9:20,20.6,12,23,0,0,heavy,50,,16.3,16.5,8.5,8,good,team 2,
Moses,2012,5,27,9:40,10:15,11,4,20,0,0,strong,48,,14.4,15,7.5,8,good,team 2,
Moses,2012,5,28,9:10,9:30,12.7,0,19,0,0,light,40,,13.2,13.9,8,8,good,team 1,
Moses,2012,5,29,9:35,9:55,9.1,4,15,100,0,strong,36,,12.5,11.8,8,7.5,good,team 1,
Moses,2012,5,30,9:10,9:35,10.5,5,15,100,yes,strong,36,,10.4,9.5,8,8,good,team 1,
Moses,2012,5,31,9:30,9:45,10,5,10,100,0,strong,54,,10.3,9.5,8.5,8,good,team 1,
Moses,2012,6,1,9:10,9:30,12.2,8,23,40,0,calm,54,,10.5,11.3,8,8,good,team 2,
Moses,2012,6,2,9:05,9:30,12.5,5,24,0,0,calm,50,,12.7,13.5,8,7.5,good,team 2,
Moses,2012,6,3,9:05,9:30,12.7,6,20,50,0,strong,42,,13.4,13.6,7.5,7.5,good,team 2,end
Moses,2013,6,11,10:30,10:45,14.3,10,26,60,0,calm,90,,11.9,12,6.75,6.5,good,"Francis,Diane,Roger,Joey",start
Moses,2013,6,12,10:40,11:00,13.5,9,25,60,0,light,82,,12.1,12.6,8,6.25,good,"Francis,Diane,Roger,Joey",
Moses,2013,6,13,10:20,10:40,13,5,27,0,0,calm,76,,12.3,13,6.5,6.75,good,"Francis,Diane,Roger,Joey",
Moses,2013,6,14,10:35,10:45,13.4,4,25,30,0,light,70,,13.2,13.1,6,6,good,"Paul,Andrew",end
Moses,2014,5,28,9:40,10:00,9.1,0,23,0,0,light,59,,7.8,9.3,9.75,9.75,good,team 2,start
Moses,2014,5,29,9:30,9:50,9.4,1,24,0,0,calm,48,,9.2,9.8,9.25,9.75,good,team 2,
Moses,2014,5,30,9:40,10:25,13.4,6,23,100,0,calm,40,,10.6,10.7,9,9,good,team 1,
Moses,2014,5,31,9:25,10:15,13.4,8,21,10,0,light,39,,10.6,10.9,9,9.25,good,team 1,
Moses,2014,6,1,10:20,11:10,14,5,24,10,0,calm,32,,10.8,11.1,8.75,8.75,good,team 1,
Moses,2014,6,2,9:30,10:20,15.2,11,25,0,0,light,28,,11.7,11.6,8.75,8.75,good,team 1,
Moses,2014,6,3,9:35,10:10,14.9,12,25,100,0,calm,23,,11.3,11.3,8.75,8.75,good,team 2,
Moses,2014,6,4,9:25,10:00,13.6,7,22,100,0,strong,20,,11.5,11.8,8.5,8.25,good,team 2,
Moses,2014,6,5,10:15,10:40,15.1,10,20,100,0,light,18,,12.5,12.5,8.25,8.25,good,team 2,
Moses,2014,6,6,10:35,10:40,14.8,10,16,100,light,calm,17,,12.5,12.3,8,8,bad,team 2,wheel jam
Moses,2014,6,7,9:50,10:15,17.5,10,24,100,0,light,42,,11.8,12.1,8.75,8.75,good,team 1,
Moses,2014,6,8,9:50,10:00,13.3,8,28,0,0,light,39,,12.5,13.3,8.75,9,good,team 1,
Moses,2014,6,9,9:50,10:15,15.2,7,26,0,0,light,24,,13.1,14,9,9,good,team 1,
Moses,2014,6,10,9:25,9:50,15.5,9,24,10,0,light,20,,13.3,13.6,9,8.75,good,team 1,
Moses,2014,6,11,10:05,10:20,12.8,6,28,0,0,light,17,,12.4,13.4,8,8.75,good,team 2,
Moses,2014,6,12,9:45,10:25,13.6,9,18,0,0,strong,11,,13.2,13.7,7.75,8.75,good,team 2,
Moses,2014,6,13,10:15,10:25,12.3,10,22,100,light,light,11,,12.8,13,7.75,7.75,good,team 2,end
Moses,2016,5,21,10:30,10:45,22,10,26,10,no,strong,98,,8.5,,9.5,9.5,good,#1,start
Moses,2016,5,22,9:35,10:20,12.2,6,23,20,no,calm,88,,9,,9.25,9.5,good,#1,
Moses,2016,5,23,9:30,10:00,14.2,5,26,0,no,calm,78,,9.6,,7.5,8.5,good,#1,
Moses,2016,5,24,9:15,9:45,14.2,8,29,0,no,light,53,,10.4,,7,7.75,good,#1,
Moses,2016,5,25,9:15,9:45,13,12,30,100,no,calm,43,,11.3,,7.25,12,good,#2,cable adjust
Moses,2016,5,26,10:00,10:25,12.7,8,17,80,no,light,53,,11.9,,11.25,11.25,good,#2,
Moses,2016,5,27,10:00,10:30,5.5,5.2,13,100,yes,light,35,,10.9,,10.25,10.25,bad,#2,wheel jam
Moses,2016,5,28,10:30,11:00,13.4,8.4,18.6,100,no,light,17,,9.8,,0,10.5,bad,#2,wheel jam
Moses,2016,5,29,10:30,11:15,15.1,5.4,16.2,100,no,calm,10,,10.7,,9.5,9.75,good,#1,
Moses,2016,5,30,10:30,11:15,12.4,8,15.6,100,yes,calm,2,,10.6,,9.25,9.25,good,#1,
Moses,2016,5,31,10:00,10:30,20.6,9.5,27.4,0,no,light,22,,11.3,,9.75,10,good,#1,
Moses,2016,6,1,10:15,11:00,14.1,6,21,10,no,light,13,,12.8,,9.75,9.75,good,#1,
Moses,2016,6,2,10:45,11:20,14.2,5,16,50,no,strong,7,,12.6,,9,9,good,#2,
Moses,2016,6,3,9:55,10:15,11.5,8.6,13,100,yes,light,1,,12,,8.75,9.5,good,#2,
Moses,2016,6,4,10:00,10:25,15.1,11,22,100,no,light,3,,11.2,,9,9,good,#2,
Moses,2016,6,5,10:00,10:20,13.7,8.5,14.5,100,no,light,80,,12.3,,8.5,8.75,good,#2,
Moses,2016,6,6,10:20,10:45,11.8,8.5,12.5,100,yes,strong,73,,12.5,,8,8.5,good,#1,
Moses,2016,6,7,9:20,9:45,12.5,9,24.5,100,no,calm,111,,11,,9.25,9.25,good,#1,
Moses,2016,6,8,13:15,13:40,13.5,12,25,100,yes,calm,131,,10.4,,0,11.25,bad,#1,wheel jam/raise wheel
Moses,2017,5,25,10:30,11:15,10.8,7,13,80,no,strong,95,,10.2,,8.25,8.25,good,Dustin,start
Moses,2017,5,26,10:25,11:00,10.6,7,12,8,no,heavy,88,,10.6,,7.5,7.75,good,Dustin,
Moses,2017,5,27,10:00,10:35,9.2,5,16,0,no,strong,85,,10.4,,8,8.5,good,Pamela,
Moses,2017,5,28,9:45,10:30,11.5,4,18,60,no,light,80,,11.2,,7.5,7.25,good,Pamela,
Moses,2017,5,29,10:00,10:30,9.6,7,12,100,no,heavy,75,,11,,7.25,7.75,good,Pamela,
Moses,2017,5,30,9:40,10:20,10,7,12,100,no,strong,72,,10.4,,7,6.75,good,Pamela,High Tide
Moses,2017,5,31,9:50,10:10,11.5,8,15,100,no,light,70,,11.1,,7.25,7,good,Dustin,
Moses,2017,6,1,9:40,10:00,13.7,9,19,100,no,light,67,,12.1,,7,7,good,Dustin,
Moses,2017,6,2,9:55,10:30,15,7,16,50,no,light,68,,12.5,,7,7,good,Dustin,
Moses,2017,6,3,9:45,10:15,13.2,5,17,40,no,strong,68,,11.9,,7,6.75,good,Dustin,
Moses,2017,6,4,9:35,9:50,12.7,8,15,40,no,light,64,,12,,7,7,good,Pamela,
Moses,2017,6,5,9:00,9:20,10.9,3,14,60,no,strong,62,,11.4,,6.5,6.5,good,Pamela,
Moses,2017,6,6,9:25,9:40,12.6,3,16,10,no,light,57,,12.4,,6.5,6.5,good,Pamela,
Moses,2017,6,7,9:30,9:45,10.6,5,27,100,no,light,54,,12.9,,6,6.25,good,Pamela,
Moses,2017,6,8,10:00,10:15,19.3,8,31,0,no,calm,52,,14.8,,6,6,good,Dustin,
Moses,2017,6,9,10:05,10:20,16,8,23,100,no,calm,49,,16.3,,5.75,5.75,good,Dustin,
Moses,2017,6,10,10:10,10:30,13.8,10,24,20,no,calm,48,,14.8,,6,5.75,good,Dustin,raise wheel
Moses,2018,5,20,9:45,10:00,10.6,6,18,100%,no,light,82,,8.1,,10.25,10.25,good,Pam,start
Moses,2018,5,21,10:00,10:25,13.5,2,17,10%,no,heavy,92,,7.3,,10.75,11.25,good,Pam,
Moses,2018,5,22,10:10,10:45,7.7,-2,22,20%,no,strong,81,,7.3,,10,9.75,good,Dustin,
Moses,2018,5,23,9:45,10:10,7.1,-1,11,100%,yes,strong,71,,7.9,,9.5,9.5,good,Dustin,
Moses,2018,5,24,9:40,10:15,7,-1,17,0%,no,strong,80,,6.5,,9.5,10,good,Dustin,
Moses,2018,5,25,9:40,10:00,11.1,6.5,22,100%,no,light,71,,8.2,,9.25,0,good,Dustin,
Moses,2018,5,26,9:20,9:45,12.1,2,16,20%,no,light,68,,9.3,,9,9,good,Pam,
Moses,2018,5,27,9:15,9:35,9,2,16,0%,no,calm,60,,9.2,,8.75,8.75,good,Pam,
Moses,2018,5,28,9:20,9:40,9.7,3,12,100%,yes,light,52,,9.8,,8.25,8.5,good,Pam,
Moses,2018,5,29,9:15,9:30,14.7,3.5,21,40%,no,light,46,,9.3,,7.75,8.25,good,Pam,
Moses,2018,5,30,9:40,10:10,11.3,2.5,18,40%,no,light,42,,10.3,,7.75,7.75,good,Dustin,
Moses,2018,5,31,9:30,9:55,14.4,4.5,26,0%,no,calm,32,,11.3,,7.5,7.5,good,Dustin,
Moses,2018,6,1,9:45,10:00,15.1,9,26,100%,yes,calm,31,,12.8,,7,7.5,good,Dustin,
Moses,2018,6,2,9:40,10:00,11.7,6,18,100%,no,strong,28,,12.5,,8,9,good,Dustin,
Moses,2018,6,3,9:15,9:35,8.7,2,18,0%,no,calm,26,,10.4,,7.75,7.75,good,Pam,
Moses,2018,6,4,9:35,9:35,9.8,1,13,10%,no,light,20,,10.6,,7,7,good,Pam,
Moses,2018,6,5,9:40,9:40,9.9,6,10.5,100%,no,strong,17,,10,,6.5,6.5,good,Pam,
Moses,2018,6,6,9:20,9:20,10.5,3,18,10%,no,calm,13,,9.6,,6.5,6.5,good,Pam,
Moses,2018,6,7,11:00,11:00,15.3,1,16,50%,no,calm,10,,11.3,,6,6,good,Pam,raise wheel
Moses,2019,5,18,10:15,10:40,8,2,14,100%,no,calm,95,,5.8,,12.5,12.5,good,Pam,start
Moses,2019,5,19,9:30,9:50,6.3,2,16,100%,no,light,95,,5.6,,12.5,12.75,good,Pam,
