line_id,site,region,transect,date,start_latitude,start_longitude,end_latitude,end_longitude,transect_distance_m,region_New,site_New,transect_New
251,CG,Cocagne (aka God’s place),3,6/27/2011,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
252,CG,Cocagne (aka God’s place),3,6/24/2008,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
253,CG,Cocagne (aka God’s place),3,7/23/2014,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
254,CG,Cocagne (aka God’s place),3,6/24/2008,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
255,CG,Cocagne (aka God’s place),3,6/30/2015,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
256,CG,Cocagne (aka God’s place),3,6/18/2021,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
257,CG,Cocagne (aka God’s place),3,6/22/2021,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
258,CG,Cocagne (aka God’s place),3,6/22/2021,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
259,CG,Cocagne (aka God’s place),3,7/23/2014,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
260,CG,Cocagne (aka God’s place),3,6/20/2013,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
261,CG,Cocagne (aka God’s place),3,6/17/2019,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
262,CG,Cocagne (aka God’s place),3,6/18/2021,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
263,CG,Cocagne (aka God’s place),3,6/30/2015,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
264,CG,Cocagne (aka God’s place),3,7/23/2014,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
265,CG,Cocagne (aka God’s place),3,7/30/2012,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
266,CG,Cocagne (aka God’s place),3,6/27/2018,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
267,CG,Cocagne (aka God’s place),3,6/17/2019,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
268,CG,Cocagne (aka God’s place),3,6/18/2021,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
269,CG,Cocagne (aka God’s place),3,6/30/2015,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
270,CG,Cocagne (aka God’s place),3,6/19/2017,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
271,CG,Cocagne (aka God’s place),3,6/27/2016,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
272,CG,Cocagne (aka God’s place),3,6/22/2021,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
273,CG,Cocagne (aka God’s place),3,6/20/2013,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
274,CG,Cocagne (aka God’s place),3,6/27/2018,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
275,CG,Cocagne (aka God’s place),3,6/17/2019,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
276,CG,Cocagne (aka God’s place),3,7/30/2012,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
277,CG,Cocagne (aka God’s place),3,6/22/2021,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
278,CG,Cocagne (aka God’s place),3,6/27/2016,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
279,CG,Cocagne (aka God’s place),3,6/21/2010,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
280,CG,Cocagne (aka God’s place),3,6/19/2017,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
281,CG,Cocagne (aka God’s place),3,6/21/2010,46.4071,-64.59246667,46.40621667,-64.59175,112.67,Cocagne,CG,3
282,CG,Cocagne (aka God’s place),4,6/24/2016,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
283,CG,Cocagne (aka God’s place),4,6/13/2019,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
284,CG,Cocagne (aka God’s place),4,7/30/2012,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
285,CG,Cocagne (aka God’s place),4,6/27/2011,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
286,CG,Cocagne (aka God’s place),4,7/31/2014,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
287,CG,Cocagne (aka God’s place),4,7/2/2015,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
288,CG,Cocagne (aka God’s place),4,6/28/2018,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
289,CG,Cocagne (aka God’s place),4,7/2/2015,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
290,CG,Cocagne (aka God’s place),4,6/20/2013,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
291,CG,Cocagne (aka God’s place),4,6/14/2021,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
292,CG,Cocagne (aka God’s place),4,6/28/2018,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
293,CG,Cocagne (aka God’s place),4,6/11/2021,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
294,CG,Cocagne (aka God’s place),4,6/13/2019,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
295,CG,Cocagne (aka God’s place),4,6/21/2010,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
296,CG,Cocagne (aka God’s place),4,6/27/2011,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
297,CG,Cocagne (aka God’s place),4,6/20/2013,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
298,CG,Cocagne (aka God’s place),4,6/11/2021,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
299,CG,Cocagne (aka God’s place),4,6/24/2016,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
300,CG,Cocagne (aka God’s place),4,6/13/2017,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
301,CG,Cocagne (aka God’s place),4,6/24/2008,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
302,CG,Cocagne (aka God’s place),4,6/21/2010,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
303,CG,Cocagne (aka God’s place),4,6/26/2009,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
304,CG,Cocagne (aka God’s place),4,6/21/2021,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
305,CG,Cocagne (aka God’s place),4,6/14/2021,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
306,CG,Cocagne (aka God’s place),4,6/26/2009,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
307,CG,Cocagne (aka God’s place),4,7/31/2014,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
308,CG,Cocagne (aka God’s place),4,6/13/2017,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
309,CG,Cocagne (aka God’s place),4,7/30/2012,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
310,CG,Cocagne (aka God’s place),4,6/21/2021,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
311,CG,Cocagne (aka God’s place),4,6/24/2008,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
312,CG,Cocagne (aka God’s place),4,6/21/2021,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
313,CG,Cocagne (aka God’s place),4,6/21/2021,46.40468333,-64.59276667,46.4039,-64.59215,99.22,Cocagne,CG,4
314,CG,Cocagne (aka God’s place),5,6/21/2010,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
315,CG,Cocagne (aka God’s place),5,6/21/2013,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
316,CG,Cocagne (aka God’s place),5,6/23/2017,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
317,CG,Cocagne (aka God’s place),5,6/27/2011,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
318,CG,Cocagne (aka God’s place),5,6/23/2016,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
319,CG,Cocagne (aka God’s place),5,6/21/2013,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
320,CG,Cocagne (aka God’s place),5,6/23/2017,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
321,CG,Cocagne (aka God’s place),5,7/19/2019,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
322,CG,Cocagne (aka God’s place),5,6/27/2011,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
323,CG,Cocagne (aka God’s place),5,7/1/2015,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
324,CG,Cocagne (aka God’s place),5,6/28/2018,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
325,CG,Cocagne (aka God’s place),5,6/21/2010,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
326,CG,Cocagne (aka God’s place),5,7/24/2014,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
327,CG,Cocagne (aka God’s place),5,7/30/2012,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
328,CG,Cocagne (aka God’s place),5,6/28/2018,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
329,CG,Cocagne (aka God’s place),5,6/24/2008,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
330,CG,Cocagne (aka God’s place),5,7/25/2014,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
331,CG,Cocagne (aka God’s place),5,6/28/2018,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
332,CG,Cocagne (aka God’s place),5,7/1/2015,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
333,CG,Cocagne (aka God’s place),5,7/19/2019,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
334,CG,Cocagne (aka God’s place),5,6/18/2021,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
335,CG,Cocagne (aka God’s place),5,7/30/2012,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
336,CG,Cocagne (aka God’s place),5,6/26/2009,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
337,CG,Cocagne (aka God’s place),5,6/23/2016,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
338,CG,Cocagne (aka God’s place),5,6/26/2009,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
339,CG,Cocagne (aka God’s place),5,6/18/2021,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
340,CG,Cocagne (aka God’s place),5,6/24/2008,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
341,CG,Cocagne (aka God’s place),5,7/24/2014,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
342,CG,Cocagne (aka God’s place),5,7/25/2014,46.40496667,-64.59193333,46.40413333,-64.5913,104.73,Cocagne,CG,5
343,CG,Cocagne (aka God’s place),6,6/20/2019,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
344,CG,Cocagne (aka God’s place),6,6/20/2019,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
345,CG,Cocagne (aka God’s place),6,6/26/2017,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
346,CG,Cocagne (aka God’s place),6,6/21/2013,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
347,CG,Cocagne (aka God’s place),6,6/26/2017,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
348,CG,Cocagne (aka God’s place),6,6/23/2016,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
349,CG,Cocagne (aka God’s place),6,6/23/2016,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
350,CG,Cocagne (aka God’s place),6,6/11/2018,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
351,CG,Cocagne (aka God’s place),6,6/21/2013,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
352,CG,Cocagne (aka God’s place),6,6/28/2011,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
353,CG,Cocagne (aka God’s place),6,7/1/2015,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
354,CG,Cocagne (aka God’s place),6,6/21/2010,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
355,CG,Cocagne (aka God’s place),6,6/11/2018,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
356,CG,Cocagne (aka God’s place),6,7/1/2015,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
357,CG,Cocagne (aka God’s place),6,6/26/2009,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
358,CG,Cocagne (aka God’s place),6,6/11/2018,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
359,CG,Cocagne (aka God’s place),6,6/28/2011,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
360,CG,Cocagne (aka God’s place),6,6/11/2018,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
361,CG,Cocagne (aka God’s place),6,7/30/2012,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
362,CG,Cocagne (aka God’s place),6,6/24/2008,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
363,CG,Cocagne (aka God’s place),6,7/25/2014,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
364,CG,Cocagne (aka God’s place),6,6/9/2021,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
365,CG,Cocagne (aka God’s place),6,6/26/2009,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
366,CG,Cocagne (aka God’s place),6,6/9/2021,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
367,CG,Cocagne (aka God’s place),6,6/24/2008,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
368,CG,Cocagne (aka God’s place),6,7/25/2014,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
369,CG,Cocagne (aka God’s place),6,6/9/2021,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
370,CG,Cocagne (aka God’s place),6,7/30/2012,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
371,CG,Cocagne (aka God’s place),6,6/21/2010,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
372,CG,Cocagne (aka God’s place),6,6/9/2021,46.40441667,-64.59053333,46.40521667,-64.59115,100.85,Cocagne,CG,6
373,CG,Cocagne (aka God’s place),7,6/24/2016,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
374,CG,Cocagne (aka God’s place),7,7/31/2012,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
375,CG,Cocagne (aka God’s place),7,6/15/2017,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
376,CG,Cocagne (aka God’s place),7,6/9/2021,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
377,CG,Cocagne (aka God’s place),7,6/15/2017,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
378,CG,Cocagne (aka God’s place),7,7/31/2012,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
379,CG,Cocagne (aka God’s place),7,7/31/2014,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
380,CG,Cocagne (aka God’s place),7,7/2/2015,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
381,CG,Cocagne (aka God’s place),7,6/24/2016,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
382,CG,Cocagne (aka God’s place),7,6/28/2011,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
383,CG,Cocagne (aka God’s place),7,6/26/2009,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
384,CG,Cocagne (aka God’s place),7,6/22/2010,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
385,CG,Cocagne (aka God’s place),7,7/31/2014,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
386,CG,Cocagne (aka God’s place),7,6/13/2019,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
387,CG,Cocagne (aka God’s place),7,6/21/2013,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
388,CG,Cocagne (aka God’s place),7,6/9/2021,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
389,CG,Cocagne (aka God’s place),7,6/21/2013,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
390,CG,Cocagne (aka God’s place),7,7/2/2015,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
391,CG,Cocagne (aka God’s place),7,6/22/2010,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
392,CG,Cocagne (aka God’s place),7,6/26/2009,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
393,CG,Cocagne (aka God’s place),7,6/13/2019,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
394,CG,Cocagne (aka God’s place),7,6/28/2011,46.40243333,-64.59111667,46.40321667,-64.59173333,99.22,Cocagne,CG,7
395,CG,Cocagne (aka God’s place),8,6/26/2009,46.40353333,-64.59091667,46.40273333,-64.5903,100.85,Cocagne,CG,8
396,CG,Cocagne (aka God’s place),8,6/17/2021,46.40353333,-64.59091667,46.40273333,-64.5903,100.85,Cocagne,CG,8
397,CG,Cocagne (aka God’s place),8,6/17/2021,46.40353333,-64.59091667,46.40273333,-64.5903,100.85,Cocagne,CG,8
398,CG,Cocagne (aka God’s place),8,6/17/2021,46.40353333,-64.59091667,46.40273333,-64.5903,100.85,Cocagne,CG,8
399,CG,Cocagne (aka God’s place),8,6/22/2010,46.40353333,-64.59091667,46.40273333,-64.5903,100.85,Cocagne,CG,8
400,CG,Cocagne (aka God’s place),8,6/17/2021,46.40353333,-64.59091667,46.40273333,-64.5903,100.85,Cocagne,CG,8
401,CG,Cocagne (aka God’s place),8,7/31/2012,46.40353333,-64.59091667,46.40273333,-64.5903,100.85,Cocagne,CG,8
402,CG,Cocagne (aka God’s place),8,7/19/2019,46.40353333,-64.59091667,46.40273333,-64.5903,100.85,Cocagne,CG,8
403,CG,Cocagne (aka God’s place),8,7/31/2012,46.40353333,-64.59091667,46.40273333,-64.5903,100.85,Cocagne,CG,8
404,CG,Cocagne (aka God’s place),8,6/28/2011,46.40353333,-64.59091667,46.40273333,-64.5903,100.85,Cocagne,CG,8
405,CG,Cocagne (aka God’s place),8,6/26/2009,46.40353333,-64.59091667,46.40273333,-64.5903,100.85,Cocagne,CG,8
406,CG,Cocagne (aka God’s place),8,7/19/2019,46.40353333,-64.59091667,46.40273333,-64.5903,100.85,Cocagne,CG,8
407,CG,Cocagne (aka God’s place),8,6/21/2013,46.40353333,-64.59091667,46.40273333,-64.5903,100.85,Cocagne,CG,8
408,CG,Cocagne (aka God’s place),8,6/17/2021,46.40353333,-64.59091667,46.40273333,-64.5903,100.85,Cocagne,CG,8
409,CG,Cocagne (aka God’s place),8,6/21/2013,46.40353333,-64.59091667,46.40273333,-64.5903,100.85,Cocagne,CG,8
410,CG,Cocagne (aka God’s place),8,6/17/2021,46.40353333,-64.59091667,46.40273333,-64.5903,100.85,Cocagne,CG,8
411,CG,Cocagne (aka God’s place),8,6/22/2010,46.40353333,-64.59091667,46.40273333,-64.5903,100.85,Cocagne,CG,8
412,CG,Cocagne (aka God’s place),8,6/28/2011,46.40353333,-64.59091667,46.40273333,-64.5903,100.85,Cocagne,CG,8
413,CG,Cocagne (aka God’s place),CN1,6/25/2008,---,---,---,---,---,Cocagne,CG,11
414,CG,Cocagne (aka God’s place),CN1,6/24/2013,---,---,---,---,---,Cocagne,CG,11
415,CG,Cocagne (aka God’s place),CN1,6/22/2010,---,---,---,---,---,Cocagne,CG,11
416,CG,Cocagne (aka God’s place),CN1,6/25/2008,---,---,---,---,---,Cocagne,CG,11
417,CG,Cocagne (aka God’s place),CN1,6/28/2011,---,---,---,---,---,Cocagne,CG,11
418,CG,Cocagne (aka God’s place),CN1,6/28/2011,---,---,---,---,---,Cocagne,CG,11
419,CG,Cocagne (aka God’s place),CN1,7/31/2012,---,---,---,---,---,Cocagne,CG,11
420,CG,Cocagne (aka God’s place),CN1,6/24/2013,---,---,---,---,---,Cocagne,CG,11
421,CG,Cocagne (aka God’s place),CN1,6/22/2010,---,---,---,---,---,Cocagne,CG,11
422,CG,Cocagne (aka God’s place),CN1,7/31/2012,---,---,---,---,---,Cocagne,CG,11
423,CG,Cocagne (aka God’s place),CN2,7/30/2014,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
424,CG,Cocagne (aka God’s place),CN2,7/30/2014,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
425,CG,Cocagne (aka God’s place),CN2,6/16/2021,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
426,CG,Cocagne (aka God’s place),CN2,6/21/2017,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
427,CG,Cocagne (aka God’s place),CN2,7/30/2014,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
428,CG,Cocagne (aka God’s place),CN2,6/16/2021,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
429,CG,Cocagne (aka God’s place),CN2,6/25/2008,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
430,CG,Cocagne (aka God’s place),CN2,7/30/2014,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
431,CG,Cocagne (aka God’s place),CN2,6/16/2021,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
432,CG,Cocagne (aka God’s place),CN2,6/26/2015,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
433,CG,Cocagne (aka God’s place),CN2,6/24/2013,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
434,CG,Cocagne (aka God’s place),CN2,6/21/2017,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
435,CG,Cocagne (aka God’s place),CN2,6/27/2016,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
436,CG,Cocagne (aka God’s place),CN2,6/19/2019,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
437,CG,Cocagne (aka God’s place),CN2,6/28/2011,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
438,CG,Cocagne (aka God’s place),CN2,6/25/2008,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
439,CG,Cocagne (aka God’s place),CN2,6/22/2010,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
440,CG,Cocagne (aka God’s place),CN2,6/16/2021,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
441,CG,Cocagne (aka God’s place),CN2,6/16/2021,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
442,CG,Cocagne (aka God’s place),CN2,6/22/2010,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
443,CG,Cocagne (aka God’s place),CN2,6/19/2019,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
444,CG,Cocagne (aka God’s place),CN2,6/19/2019,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
445,CG,Cocagne (aka God’s place),CN2,6/24/2013,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
446,CG,Cocagne (aka God’s place),CN2,7/31/2012,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
447,CG,Cocagne (aka God’s place),CN2,6/13/2018,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
448,CG,Cocagne (aka God’s place),CN2,6/16/2021,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
449,CG,Cocagne (aka God’s place),CN2,6/27/2016,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
450,CG,Cocagne (aka God’s place),CN2,7/31/2012,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
451,CG,Cocagne (aka God’s place),CN2,6/26/2015,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
452,CG,Cocagne (aka God’s place),CN2,6/13/2018,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
453,CG,Cocagne (aka God’s place),CN2,6/13/2018,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
454,CG,Cocagne (aka God’s place),CN2,6/28/2011,46.3983,-64.58636667,46.39745,-64.5857,107.58,Cocagne,CG,12
455,CG,Cocagne (aka God’s place),CN3,6/22/2010,---,---,---,---,---,Cocagne,CG,13
456,CG,Cocagne (aka God’s place),CN3,6/28/2011,---,---,---,---,---,Cocagne,CG,13
457,CG,Cocagne (aka God’s place),CN3,6/25/2008,---,---,---,---,---,Cocagne,CG,13
458,CG,Cocagne (aka God’s place),CN3,6/22/2010,---,---,---,---,---,Cocagne,CG,13
459,CG,Cocagne (aka God’s place),CN3,6/24/2013,---,---,---,---,---,Cocagne,CG,13
460,CG,Cocagne (aka God’s place),CN3,6/28/2011,---,---,---,---,---,Cocagne,CG,13
461,CG,Cocagne (aka God’s place),CN3,7/31/2012,---,---,---,---,---,Cocagne,CG,13
462,CG,Cocagne (aka God’s place),CN3,6/25/2008,---,---,---,---,---,Cocagne,CG,13
463,CG,Cocagne (aka God’s place),CN3,7/31/2012,---,---,---,---,---,Cocagne,CG,13
